guid,source text,target text,target ipa,target audio,picture,notes,pronunciation hint,spelling hint,reading hint,listening hint,source & license,tags
Cjdf$j(+L1,das Auto,el coche,/el 'ko.tʃe/,[sound:al_es_es_el_coche.mp3],"<img src=""al_car_vw.jpg"">",,,,,,"Picture:&nbsp;<a href=""https://pixabay.com/photos/car-engine-wheels-vintage-car-7275386/"">https://pixabay.com/photos/car-engine-wheels-vintage-car-7275386/</a>",AnkiLangs::ES
