guid,source text,target text,target ipa,target audio,picture,notes,pronunciation hint,spelling hint,reading hint,listening hint,source & license,tags
s88;|@;Oh#,the car,la macchina,/ˈmakkina/,[sound:al_it_it_la_macchina.mp3],"<img src=""al_car_vw.jpg"">",,,,,,"Picture:&nbsp;<a href=""https://pixabay.com/photos/car-engine-wheels-vintage-car-7275386/"">https://pixabay.com/photos/car-engine-wheels-vintage-car-7275386/</a>",AnkiLangs::IT
