guid,source text,target text,target ipa,target audio,picture,notes,pronunciation hint,spelling hint,reading hint,listening hint,source & license,tags
G/7tI#L8bx,the car,la voiture,/vwa.tyʁ/,[sound:al_fr_fr_la_voiture.mp3],"<img src=""al_car_vw.jpg"">",,,,,,"Picture:&nbsp;<a href=""https://pixabay.com/photos/car-engine-wheels-vintage-car-7275386/"">https://pixabay.com/photos/car-engine-wheels-vintage-car-7275386/</a>",AnkiLangs::FR
