key,source
the army,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the artist,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the attack,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the author,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the baby,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the back [anatomy],Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the back [location],Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the bag,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the ball,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the banana,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the band [music],Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the bank,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the bar,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the bathroom,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the beach,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the beard,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the bed,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the bedroom,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the beef,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the beverage,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the bicycle,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the bill [bank note],Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the bird,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the boat,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the body,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the bone,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the book,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the bottle,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the bottom,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the box,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the boy,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the brain,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the bread,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the bridge,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the brother,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the building,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the bus,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the cake,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the camera,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the camp,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the car,"Picture:<br><a href=""https://pixabay.com/photos/car-engine-wheels-vintage-car-7275386/"">https://pixabay.com/photos/car-engine-wheels-vintage-car-7275386/</a><br><br>Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O"
the card,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the cat,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the ceiling,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the cell phone,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the centimeter,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the chair,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the cheese,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the chicken,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the child,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the church,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the circle,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the city,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the clock,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the clothing,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the club,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the coat,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the color,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the computer,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the consonant,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the contract,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the corn,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the corner,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the country,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the court,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the cow,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the crowd,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the cup,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the date,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the daughter,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the day,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the direction,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the doctor,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the dog,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the dollar,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the door,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the dot,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the dream,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the dress,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the drug,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the ear,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the east,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the edge,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the egg,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the election,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the engine,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the evening,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the eye,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the face,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the Fall,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the family,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the fan [appliance],Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
