key,source
eighty-two (82),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
eleven (11),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
energy,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
exercise,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
expensive,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
famous,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
fast,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
February,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
female,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
fifteen (15),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
fifth (5th),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
fifty (50),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
fifty-one (51),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
fifty-two (52),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
first (1st),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
five (5),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
flat,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
food,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
forty (40),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
forty-one (41),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
forty-two (42),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
four (4),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
fourteen (14),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
fourth (4th),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
Friday,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
glass,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
God,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
gold,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
good,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
gray,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
green,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
happy,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
hard,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
he,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
healthy,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
heaven,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
heavy,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
hell,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
high,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
hot,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
I,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
it,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
January,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
juice,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
July,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
June,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
left,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
"light [opposite of ""dark""]",Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
"light [opposite of ""heavy""]",Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
light blue,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
long,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
loose,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
loud,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
low,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
lunch,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
male,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
March,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
marriage,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
material,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
May,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
mean,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
medicine,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
metal,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
milk,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
Monday,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
money,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
murder,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
music,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
narrow,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
nature,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
new,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
nice,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
nine (9),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
nineteen (19),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
ninety (90),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
ninety-one (91),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
ninety-two (92),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
no,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
November,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
nuclear,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
October,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
oil,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
"old [opposite of ""new""]",Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
"old [opposite of ""young""]",Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
one (1),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
"one billion (1,000,000,000)",Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
one hundred (100),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
one hundred eleven (111),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
one hundred one (101),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
one hundred ten (110),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
"one hundred thousand (100,000)",Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
one hundred two (102),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
"one million (1,000,000)",Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
one thousand (1000),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
one thousand one (1001),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
orange,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
pain,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
peace,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
pink,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
plastic,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
poison,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
poor,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
prison,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
quiet,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
race [ethnicity],Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
race [sport],Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
red,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
relationship,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
religion,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
rice,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
rich,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
right,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
sad,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
salt,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
Saturday,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
science,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
second (2nd),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
September,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
seven (7),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
seventeen (17),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
seventy (70),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
seventy-one (71),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
seventy-two (72),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
sex [gender],Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
sex [the act],Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
shallow,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
she,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
"short [opposite of ""long""]",Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
"short [opposite of ""tall""]",Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
sick,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
silver,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
six (6),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
sixteen (16),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
sixty (60),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
sixty-one (61),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
sixty-two (62),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
slow,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
small / little,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
soft,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
soil/earth [ground],Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
space (outer space),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
sport,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
stone,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
straight,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
strong,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
sugar,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
Sunday,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
sweat,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
tall,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
tea,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
technology,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
temperature,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
ten (10),Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
"ten thousand (10,000)",Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the (train) ticket,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the actor,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the adjective,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the adult,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the afternoon,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the air,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the airport,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the animal,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the apartment,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the apple,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the arm,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the army,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the artist,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the attack,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the author,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the baby,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the back [anatomy],Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the back [location],Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the bag,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the ball,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the banana,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the band [music],Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the bank,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the bar,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the bathroom,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the beach,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the beard,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the bed,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the bedroom,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the beef,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the beverage,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the bicycle,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the bill [bank note],Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the bird,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the boat,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the body,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the bone,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the book,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the bottle,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the bottom,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the box,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the boy,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the brain,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the bread,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the bridge,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the brother,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the building,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the bus,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the cake,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the camera,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the camp,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the car,"Picture:<br><a href=""https://pixabay.com/photos/car-engine-wheels-vintage-car-7275386/"">https://pixabay.com/photos/car-engine-wheels-vintage-car-7275386/</a><br><br>Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O"
the card,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the cat,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the ceiling,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the cell phone,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the centimeter,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the chair,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the cheese,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the chicken,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the child,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the church,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the circle,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the city,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the clock,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the clothing,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the club,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the coat,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the color,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the computer,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the consonant,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the contract,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the corn,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the corner,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
"the country (USA, France, etc.)",Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the court,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the cow,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the crowd,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the cup,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the date,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the daughter,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the day,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the direction,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the doctor,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the dog,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the dollar,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the door,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the dot,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the dream,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the dress,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the drug,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the ear,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the east,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the edge,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the egg,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the election,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the engine,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the evening,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the eye,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the face,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the Fall,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the family,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the fan [appliance],Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the fan [person],Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the farm,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the father,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the finger,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the fire,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the fish,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the floor,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the flower,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the foot,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the foot [measurement],Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the forest,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the fork,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the friend,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the front,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the game,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the garden,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the gasoline,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the gift,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the girl,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the grandfather,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the grandmother,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the grass,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the ground,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the gun,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the hair,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the half,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the hand,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the hat,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the head,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the heart,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the heat,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the hill,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the hole,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the horse,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the hospital,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the hotel,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the hour,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the house,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the human,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the husband,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the ice,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the image,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the inch,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the injury,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the inside,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the instrument,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the island,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the job,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the key,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the kilogram,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the king,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the kitchen,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the knee,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the knife,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the lake,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the lamp,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the laptop,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the lawyer,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the leaf,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the leg,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the lemon,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the letter,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the library,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the light,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the lip,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
the location,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the lock,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-Q
the magazine,Audio:<br>Google Cloud TTS<br>Voice: en-US-Studio-O
