key,source
alive,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
April,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
art,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-C
August,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
bad,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
beautiful,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-C
beer,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
big / large,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
black,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
blind,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
blood,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
blue,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-C
breakfast,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
brown,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
cheap,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
clay,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
clean,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
coffee,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-C
cold,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-C
cool,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
copper,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
curved,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
dark,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
dark blue,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
dead,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
deaf,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
death,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
December,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-C
deep,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
diamond,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
dinner,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-C
dirty,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
disease,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-C
down,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
dry,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-C
dust,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
Earth,"Picture:<br><a href=""https://pixabay.com/photos/earth-globe-planet-world-space-11015/"">https://pixabay.com/photos/earth-globe-planet-world-space-11015/</a>"
eight (8),Audio:<br>Google Cloud TTS<br>Voice: de-DE-Chirp3-HD-Rasalgethi
eighteen (18),Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
eighty (80),Audio:<br>Google Cloud TTS<br>Voice: de-DE-Chirp3-HD-Rasalgethi
eighty-one (81),Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-C
eighty-two (82),Audio:<br>Google Cloud TTS<br>Voice: de-DE-Chirp3-HD-Rasalgethi
eleven (11),Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-B
energy,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-C
exercise,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Studio-C
expensive,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Chirp3-HD-Rasalgethi
famous,Audio:<br>Google Cloud TTS<br>Voice: de-DE-Chirp3-HD-Rasalgethi
