key,source
race [sport],Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
red,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
relationship,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
religion,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
rice,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
rich,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
right [direction],Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
sad,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
salt,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
Saturday,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
science,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
second (2nd),Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
September,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
seven (7),Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
seventeen (17),Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
seventy (70),Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
seventy-one (71),Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
seventy-two (72),Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
sex [gender],Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
sex [the act],Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
shallow,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
she,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
"short [opposite of ""long""]",Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
"short [opposite of ""tall""]",Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
sick,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
silver,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
six (6),Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
sixteen (16),Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
sixty (60),Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
sixty-one (61),Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
sixty-two (62),Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
slow,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
small / little,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
soft,Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
soil/earth [ground],Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-A
space (outer space),Audio:<br>Google Cloud TTS<br>Voice: kn-IN-Standard-B
